close,high,low,open,volume,rsi,macd,macd_signal,bb_upper,bb_lower,atr,obv,target,ticker,date,market_sentiment
61.58269500732422,62.68408265284871,60.81611993386063,62.3152848013764,482777000,87.48669057414472,3.360755833913452,2.7379405181433696,63.34136085531613,44.80908737161258,1.6468847677805514,7967752000,0,NVDA,2024-01-25,0.0
60.997013092041016,61.74859705506557,60.53927175910999,60.92605348243829,390309000,82.69840841624122,3.388266071002647,2.8680056287152254,64.1268699509526,45.18433114462845,1.615630519793054,7577443000,1,NVDA,2024-01-26,0.0
62.43022155761719,62.45420645662032,60.87309034622641,61.197906346142304,348733000,84.87933423239215,3.485536976847804,2.991511898341741,65.03855994459542,45.56622063401786,1.613165204835972,7926176000,1,NVDA,2024-01-29,0.0
62.739044189453125,63.45764560200544,62.22533045800861,62.86497729318725,410735000,85.30905756274305,3.546660580527103,3.102541634778814,65.83138743804705,46.09785488678206,1.585961629061747,8336911000,0,NVDA,2024-01-30,0.0
61.49273681640625,62.234324185472055,60.66619769778631,61.40578346607499,453795000,75.93052002054486,3.4547111282319065,3.1729755334694327,66.08953416317965,47.17486441164945,1.620739119247823,7883116000,1,NVDA,2024-01-31,0.0
62.99190521240234,63.15581535659614,61.615673062934434,62.06541944015991,369146000,78.93101877323485,3.4628928125446734,3.230958989284481,66.27140695623024,48.53793065973656,1.6237633636008282,8252262000,1,NVDA,2024-02-01,0.0
66.1231689453125,66.56291878931643,63.654539090246594,63.938381369175765,476578000,83.54502256601012,3.679627218405976,3.3206926351087804,66.84038238582802,49.78414421024131,1.7628526645517748,8728840000,1,NVDA,2024-02-02,0.0
69.29340362548828,69.45831268504848,67.16758882386114,68.1870176350593,680078000,86.71674614909305,4.060396516933494,3.468633411473723,68.0223462601236,50.62455391687835,1.8751591699220755,9408918000,0,NVDA,2024-02-05,0.0
68.18502044677734,69.7151663839092,66.26309444052819,69.59123486457555,683111000,80.84919432997663,4.224029685091409,3.6197126661972607,68.99551269195912,51.24749916411999,1.9877957965977135,8725807000,1,NVDA,2024-02-06,0.0
70.0599594116211,70.18089422020962,67.56235060844563,68.28095195120673,495575000,82.95075100027421,4.453662999959455,3.7865027329497,70.23173719323003,51.70622934424557,2.032849211966734,9221382000,0,NVDA,2024-02-07,0.0
69.60221862792969,70.75457644757603,69.41632519274872,70.0349761659854,414422000,80.6245953998576,4.546306212624742,3.9384634288847087,71.19498465514451,52.27123009705274,1.983235072171061,8806960000,1,NVDA,2024-02-08,0.0
72.09284973144531,72.14481511205457,70.17291382776136,70.49373428612587,436637000,83.35905173115557,4.765762991915025,4.103923341490772,72.51590482740225,52.68044755907236,2.0231894587391914,9243597000,1,NVDA,2024-02-09,0.0
72.20777130126953,74.56945447682682,71.21032591879988,72.55957267433736,613710000,83.47494016094566,4.892558907277561,4.261650454648129,73.53524595499806,53.41393007039256,2.118613680116888,9857307000,0,NVDA,2024-02-12,0.0
72.08785247802734,73.40911526024477,69.58125280309775,70.36081744123659,602580000,82.82674898432015,4.926578605410903,4.394636084800684,74.43138975862246,54.09151101347225,2.2407028784761827,9254727000,1,NVDA,2024-02-13,0.0
73.8588638305664,74.19467532641171,71.89795802434332,73.16125433620005,504917000,84.71450234340651,5.038366128020932,4.523382093444734,75.40463238007926,54.901975438524246,2.244703908732769,9759644000,0,NVDA,2024-02-14,0.0
72.61753845214844,73.93380643951798,72.35968650824275,73.82787028335872,420122000,78.22395286753397,4.969508559958172,4.612607386747422,75.9686436142751,55.89219737388407,2.196805053200088,9339522000,0,NVDA,2024-02-15,0.0
72.57256317138672,74.36056840015162,72.46062602851259,74.05873462198204,495327000,77.99080040308397,4.855339975005407,4.661153904399019,76.5606627809304,56.61164747602761,2.1756005759457264,8844195000,0,NVDA,2024-02-16,0.0
69.413330078125,71.91593356383504,67.6962844049487,71.90693589131082,704833000,63.64143524043093,4.458541549440284,4.620631433407272,76.58510257171278,57.56646221710557,2.3685061609808904,8139362000,0,NVDA,2024-02-20,0.0
67.43444061279297,68.84965273678795,66.21112295055113,67.9681399359681,673755000,56.614851410752415,3.938989873493071,4.484303121424432,76.36640232315244,58.54464046249208,2.428056230023246,7465607000,1,NVDA,2024-02-21,0.0
78.49427795410156,78.53125229218321,74.17868109913526,74.98323324060954,865100000,73.93553356476964,4.369311170294182,4.461304731198382,77.97397012730923,58.65371732691441,3.047253047835174,8330707000,1,NVDA,2024-02-22,0.0
